Location,Year,Calculated_Population,Renewable_Share,Energy_Generation,Tourism_Aggregated_Arrivals,Log_Population,Log_Energy,Log_Tourism,Tourism_Per_Capita,Energy_Per_Capita,Total_Human_Load,Log_Human_Load,Log_Energy_Per_Capita,Cluster,Cluster_Name,Macro_Cluster,Macro_Cluster_Name,Land_Area_KM2,Population_Density,Tourist_Spatial_Density,Energy_Density_MWh_KM2,Renewable_Energy_Density_MWh_KM2,Log_Population_Density,Log_Tourist_Spatial_Density
Guam,2001,175787,0.41,1856.2,1159000,5.2449867544862006,3.268624768335871,6.064083435963596,6.593206551110151,0.0105593701468254,1334787,6.125411968243649,-1.9763619861503292,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,323.13786764705884,2130.514705882353,3412.1323529411766,13.989742647058822,5.781168942714656,7.664588135492914
Guam,2002,176859,0.45,1718.7,1059000,5.247627165088762,3.235200076969275,6.024895960107485,5.987820806405102,0.0097179108781571,1235859,6.091968924624142,-2.0124270881194866,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,325.1084558823529,1946.6911764705883,3159.375,14.217187500000003,5.787230012794423,7.574399937995366
Guam,2003,177744,0.5,1639.4,910000,5.24979494942503,3.214684930750601,5.959041392321094,5.119722747321991,0.0092233774417139,1087744,6.036526696401364,-2.0351100186744286,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,326.7352941176471,1672.7941176470588,3013.6029411764707,15.068014705882357,5.792206252430892,7.4228482552223385
Guam,2004,178472,0.46,1750.2,1160000,5.251570090479933,3.2430876795053765,6.064457989226918,6.499618987852436,0.0098065803039132,1338472,6.126609290448103,-2.008482410974557,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,328.0735294117647,2132.3529411764707,3217.279411764706,14.799485294117646,5.796281219447167,7.665450171813886
Guam,2005,179079,0.45,1802.9,1228000,5.253044660562343,3.2559716387287243,6.089198366805149,6.857308785508072,0.0100676237861502,1407079,6.148318481443922,-1.9970730218336188,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,329.18933823529414,2257.3529411764707,3314.154411764706,14.913694852941179,5.799666242155811,7.722391039481866
Guam,2006,179598,0.45,1813.2,1212000,5.254301496062911,3.2584457103866504,6.083502619830267,6.748404770654462,0.0100958808004543,1391598,6.143513795909421,-1.9958557856762609,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,330.14338235294116,2227.9411764705883,3333.0882352941176,14.998897058823532,5.802551460896011,7.709281942939209
Guam,2007,180065,0.45,1787.4,1225000,5.255429305356762,3.252221753598687,6.088136088700551,6.803098880959653,0.0099264154610834,1405065,6.147696415691886,-2.003207551758075,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,331.00183823529414,2251.8382352941176,3285.6617647058824,14.785477941176474,5.805140505754456,7.719946138162609
Guam,2008,180534,0.45,1784.4,1142000,5.256559004700705,3.2514922145695797,6.057666103909829,6.325678265589861,0.0098840107680547,1322534,6.121406845790459,-2.0050667901311257,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,331.8639705882353,2099.264705882353,3280.1470588235293,14.760661764705887,5.807733909790898,7.649818666187996
Guam,2009,181057,0.46,1781.2,1053000,5.25781532010915,3.250712686459185,6.022428371185487,5.815848047852334,0.0098377858906311,1234057,6.091335219838032,-2.007102633649964,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,332.82536764705884,1935.6617647058824,3274.264705882353,15.06161764705882,5.810618004886155,7.568721030041709
Guam,2010,181437,0.47,1786.3,1197000,5.258725856358442,3.251954398227402,6.078094150406411,6.597331305081102,0.0098452906518516,1378437,6.139386921927035,-2.0067714581310394,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,333.52389705882354,2200.3676470588234,3283.639705882353,15.433106617647054,5.812708318148994,7.69683410395128
Guam,2011,181437,0.49,1756.5,1160000,5.258725856358442,3.2446481541280443,6.064457989226918,6.3934037710059135,0.0096810463135964,1341437,6.12757028103715,-2.0140777022303973,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,333.52389705882354,2132.3529411764707,3228.860294117647,15.821415441176471,5.812708318148994,7.665450171813886
Guam,2012,181220,0.53,1717.4,1308000,5.258206126068828,3.2348714585627025,6.116607743988248,7.217746385608653,0.0094768789316852,1489220,6.172958860094913,-2.023334667506125,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,333.125,2404.4117647058824,3156.985294117647,16.73202205882353,5.811515174459083,7.785476379820689
Guam,2013,180821,0.59,1712.3,1334000,5.257248866706293,3.2335798566790164,6.12515582958053,7.377461688631298,0.0094695859441104,1514821,6.1803613171253815,-2.0236690100272767,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,332.3915441176471,2452.205882352941,3147.610294117647,18.570900735294117,5.809317607420514,7.80515097157748
Guam,2014,180297,0.67,1692.6,1343000,5.255988500464581,3.22855433653901,6.128076012668715,7.448820557191745,0.0093878433917369,1523297,6.182784586780588,-2.027434163925571,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,331.4283088235294,2468.75,3111.3970588235293,20.84636029411765,5.806424224287365,7.811872209924584
Guam,2015,179666,2.32,1717.8,1409000,5.2544658989817785,3.234972598405242,6.148910993109356,7.842329656139726,0.009561074438124,1588666,6.201032601043787,-2.0194933005765368,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,330.26838235294116,2590.073529411765,3157.720588235294,73.25911764705882,5.802928869656374,7.859827558936655
Guam,2016,178929,4.38,1746.2,1536000,5.252680734750085,3.242093983883884,6.186391215695493,8.584410576262092,0.0097591782215292,1714929,6.23424614446829,-2.010586750866201,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,328.91360294117646,2823.529411764706,3209.926470588235,140.5947794117647,5.7988308109133335,7.946097049798269
Guam,2017,178124,3.9,1768.0,1545000,5.250722439201281,3.2474822606770544,6.188928483760853,8.673732905167187,0.009925669758146,1723124,6.236316531410903,-2.0032401785242278,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,327.43382352941177,2840.073529411765,3250.0,126.75,5.7943353671876086,7.951937263044
Guam,2018,177233,4.49,1739.5,1549000,5.248544588790133,3.240424433083608,6.190051417759206,8.739907353596678,0.0098147636162565,1726233,6.237099414661245,-2.008120155706526,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,325.7959558823529,2847.426470588235,3197.610294117647,143.57270220588236,5.789335988008277,7.954522005207688
Guam,2019,176294,4.47,1739.0,1667000,5.2462375317478,3.2402995820027125,6.221935599828005,9.455795432629584,0.0098642041135829,1843294,6.265594609442969,-2.005937949745088,2,Largest Grid Infrastructure,B,Tourism Peaked Grids,544,324.06985294117646,3064.3382352941176,3196.6911764705883,142.8920955882353,5.784040091361834,8.027913196374444
