STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,COMPOSITE_BREAKDOWN,Composite breakdown,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Comment,DATA_SOURCE,Data source
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2014,,0.17,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2015,,-1.81,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2016,,-1.21,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2017,,3.55,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2018,,7.53,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2019,,7.37,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2020,,5.6,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2021,,3.78,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2022,,3.46,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2023,,4.81,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2024,,0.45,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,TK,Tokelau,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2025,,4.36,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1990,,1.05,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1991,,1.12,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1992,,1.08,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1993,,0.99,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1994,,1.05,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1995,,0.94,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1996,,0.85,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1997,,0.72,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1998,,0.77,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1999,,0.87,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2000,,0.89,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2001,,0.8,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2002,,0.82,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2003,,0.15,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2004,,-1.05,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2005,,-1.83,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2006,,-2.08,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2007,,-2.14,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2008,,-2.29,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2009,,-1.99,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2010,,-1.81,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2011,,-1.83,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2012,,-1.85,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2013,,-1.61,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2014,,-1.39,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2015,,-1.16,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2016,,-1.02,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2017,,-0.94,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2018,,-1.01,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2019,,-0.98,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2020,,-0.59,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2021,,-0.34,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2022,,-0.85,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2023,,-0.9,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2024,,-0.88,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,WF,Wallis and Futuna,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2025,,-0.75,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1990,,1.08,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1991,,1.12,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1992,,0.92,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1993,,0.7,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1994,,0.52,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1995,,0.56,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1996,,0.4,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1997,,-1.3,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1998,,-3.11,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,1999,,-3.49,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2000,,-3.77,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2001,,-3.87,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2002,,-1.73,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2003,,0.37,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2004,,0.34,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2005,,0.35,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2006,,0.5,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2007,,1.91,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2008,,3.08,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2009,,3.13,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2010,,3.01,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2011,,2.81,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2012,,1.18,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2013,,-0.3,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2014,,-0.44,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2015,,-0.48,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2016,,-0.66,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2017,,-1.63,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2018,,-2.68,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2019,,-2.76,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2020,,-3,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2021,,-2.96,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2022,,-2.96,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2023,,-3.39,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
DATAFLOW,SPC:DF_NMDI_POP(1.0),National Minimum Development Indicators (NMDI) for Population,I,A,Annual,CK,Cook Islands,NMDI0002,Population growth (%),_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_Z,Not applicable,2024,,-2.17,,PERCENT,percent,,,E,Estimated value,,,Population projections (PDH.Stat),
