STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,VISITOR_DURATION_CAT,Visitor duration category,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2010,,4000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2011,,5000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2012,,2000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2013,,3000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2014,,5000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2015,,3400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2016,,5000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2017,,4000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2018,,1000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2019,,3000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2020,,2000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2021,,500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,MP,Northern Mariana Islands,EXCR,Same-day visitors (excursionists),2022,,500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,1995,,53000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,1996,,69000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,1997,,74000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,1998,,64000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,1999,,55000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2000,,58000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2001,,54000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2002,,59000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2003,,63000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2004,,89000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2005,,81000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2006,,82000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2007,,88000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2008,,81000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2009,,71000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2010,,85000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2011,,111000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2012,,120000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2013,,108000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2014,,140000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2015,,162000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2016,,138000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2017,,123000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2018,,106000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2019,,94000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PW,Palau,TOUR,Overnight tourists,2020,,18400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2010,,17200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2011,,18700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2012,,27600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2013,,28500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2014,,30000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2015,,26800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2016,,18200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2017,,22300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2018,,31600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,AS,American Samoa,EXCR,Same-day visitors (excursionists),2019,,39400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,1995,,48000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,1996,,48000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,1997,,50000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,1998,,49000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,1999,,56000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2000,,73000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2001,,75000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2002,,73000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2003,,78000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2004,,83000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2005,,88000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2006,,92000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2007,,97000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2008,,95000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2009,,101000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2010,,104000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2011,,113000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2012,,122000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2013,,121000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2014,,122000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2015,,125000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2016,,146000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2017,,161000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2018,,169000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2019,,172000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2020,,25200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2021,,26300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,CK,Cook Islands,TOUR,Overnight tourists,2022,,113600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),1995,,14000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),1996,,20000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),1997,,21000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),1998,,22000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),1999,,25000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2007,,25000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2008,,31000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2009,,30000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2010,,25000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2011,,33000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2012,,41000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2013,,50000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2014,,48000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2015,,55000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2016,,49000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2017,,55000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2018,,43600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2019,,45200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2020,,12000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2021,,12300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PF,French Polynesia,EXCR,Same-day visitors (excursionists),2022,,42600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NU,Niue,EXCR,Same-day visitors (excursionists),2017,,1800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2006,,6000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2007,,5000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2008,,4000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2009,,7000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2010,,8000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2011,,7000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2012,,9000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2013,,9000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2014,,11400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2015,,11000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2016,,12000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2017,,11000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2018,,8000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2019,,8600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2020,,800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,WS,Samoa,EXCR,Same-day visitors (excursionists),2022,,1200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),1995,,4000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),1996,,4000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),1997,,3000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),1998,,8000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),1999,,13000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2000,,8000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2001,,6000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2002,,8000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2003,,11000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2004,,10000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2005,,18000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2006,,15000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2007,,19000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2008,,15000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2009,,29000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2010,,17900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2011,,22400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2012,,9800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2013,,11500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2014,,15400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2015,,18800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2016,,27500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2017,,24100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2018,,23300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2019,,26700,,,,N,units,,,,,,,,
