STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,VISITOR_DURATION_CAT,Visitor duration category,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2020,,2500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TO,Tonga,EXCR,Same-day visitors (excursionists),2022,,3900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,1995,,900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,1996,,1000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,1997,,1000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,1998,,1000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,1999,,1100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2000,,1100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2001,,1100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2002,,1300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2003,,1400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2004,,1300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2005,,1100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2006,,1100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2007,,1100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2008,,1700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2009,,1600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2010,,1700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2011,,1200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2012,,1100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2013,,1300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2014,,1400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2015,,2400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2016,,2500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2017,,2500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2018,,3100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2019,,3700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2020,,600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2021,,40,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,TV,Tuvalu,TOUR,Overnight tourists,2022,,244,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,1995,,318000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,1996,,340000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,1997,,359000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,1998,,371000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,1999,,410000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2000,,294000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2001,,348000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2002,,398000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2003,,431000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2004,,504000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2005,,545000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2006,,549000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2007,,540000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2008,,585000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2009,,542000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2010,,632000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2011,,675000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2012,,661000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2013,,659000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2014,,693000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2015,,755000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2016,,792000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2017,,843000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2018,,870000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2019,,894000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2020,,146900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2021,,32000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2022,,636300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2023,,929740,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,FJ,Fiji,TOUR,Overnight tourists,2024,,928938,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,1995,,86000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,1996,,91000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,1997,,105000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,1998,,104000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,1999,,100000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2000,,110000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2001,,101000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2002,,104000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2003,,102000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2004,,100000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2005,,101000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2006,,100000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2007,,103000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2008,,104000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2009,,99000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2010,,99000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2011,,112000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2012,,112000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2013,,108000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2014,,107000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2015,,114000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2016,,116000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2017,,121000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2018,,120000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2019,,131000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2020,,32136,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2021,,13825,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2022,,78748,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2023,,125097,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,NC,New Caledonia,TOUR,Overnight tourists,2024,,59399,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,1995,,42000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,1996,,61000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,1997,,66000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,1998,,67000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,1999,,67000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2000,,58000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2001,,54000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2002,,54000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2003,,56000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2004,,59000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2005,,69000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2006,,78000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2007,,104000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2008,,114000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2009,,121000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2010,,140000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2011,,158000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2012,,168000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2013,,174000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2014,,182000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2015,,183000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2016,,179000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2017,,139000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2018,,140000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2019,,160000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2020,,39000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2021,,17000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,PG,Papua New Guinea,TOUR,Overnight tourists,2022,,66800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,1995,,11800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,1996,,10300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,1997,,13800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,1998,,15800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2000,,5200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2003,,6600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2004,,5600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2005,,9400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2006,,11500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2007,,13700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2008,,16300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2009,,18300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2010,,20500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2011,,22900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2012,,23900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2013,,24400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2014,,20100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2015,,21600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2016,,23200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2017,,25700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2018,,27900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2019,,28900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2020,,4400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,SB,Solomon Islands,TOUR,Overnight tourists,2021,,700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_TOURISM_ARRIVALS(1.0),Tourism Arrivals,I,A,Annual,VU,Vanuatu,TOUR,Overnight tourists,1995,,44000,,,,N,units,,,,,,,,
